Fid,event_unique_id,occurrencedate,reporteddate,location_type,premises_type,Neighbourhood,Longitude,Latitude,Offence_Label
10.42.0.42-104.97.95.172-47351-80-6,GO-20221351519,2022/01/13 05:00:00+00,2022/01/16 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Don Valley Village,-79.35069147,43.78541589,1
10.42.0.211-104.192.110.245-49106-443-6,GO-20221352037,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
10.42.0.42-104.254.66.16-45747-80-6,GO-20221353409,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.37787874,43.64914837,1
10.42.0.211-10.42.0.1-5059-53-17,GO-20221354655,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,West Hill,-79.18334086,43.77042384,0
10.42.0.151-54.230.38.124-47519-80-6,GO-20221354494,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Trinity-Bellwoods,-79.41556857,43.65495192,0
162.208.22.39-10.42.0.151-443-60978-6,GO-20221355874,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rouge,-79.16874601,43.80422288,1
182.22.31.124-10.42.0.211-443-57818-6,GO-20221355874,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rouge,-79.16874601,43.80422288,1
209.10.120.26-10.42.0.211-80-39867-6,GO-20221356758,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Humber Summit,-79.55874466,43.74855851,0
10.42.0.211-23.21.246.117-56963-443-6,GO-20221357461,2022/01/16 05:00:00+00,2022/01/16 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Weston-Pellam Park,-79.46280614,43.67886585,1
172.217.7.132-10.42.0.151-443-41001-6,GO-20221358318,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rustic,-79.50530573,43.7084158,0
10.42.0.211-113.207.48.142-59167-80-6,GO-20221359008,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,1
172.217.6.206-10.42.0.42-443-41474-6,GO-20221359008,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
220.243.219.55-10.42.0.151-80-42898-6,GO-20221359008,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,1
174.35.73.77-10.42.0.42-80-40089-6,GO-20221359008,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
10.42.0.211-104.254.66.16-44699-80-6,GO-20221359008,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
10.42.0.211-64.71.142.96-42054-443-6,GO-20221359118,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Black Creek,-79.5187813,43.7619181,0
172.217.10.3-10.42.0.151-443-48229-6,GO-20221361126,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Black Creek,-79.5187813,43.7619181,0
10.42.0.211-52.84.29.154-47440-443-6,GO-20221361247,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.60569089,43.72892868,0
182.22.25.124-10.42.0.211-443-54109-6,GO-20221362167,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Malvern,-79.21555349,43.80779799,1
10.42.0.151-92.98.43.13-43477-8577-17,GO-20221362167,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Malvern,-79.21555349,43.80779799,1
10.42.0.151-115.239.210.141-35808-443-6,GO-20221362470,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Junction Area,-79.47515603,43.6708554,0
10.42.0.211-61.155.222.80-55950-80-6,GO-20221362873,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Englemount-Lawrence,-79.44176294,43.73096594,0
175.100.207.231-10.42.0.211-80-35719-6,GO-20221363554,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rustic,-79.50379913,43.70287945,0
180.149.135.239-10.42.0.211-80-60245-6,GO-20221363144,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,Convenience Stores,Commercial,Briar Hill-Belgravia,-79.45189005,43.701478,1
10.42.0.151-10.42.0.1-10232-53-17,GO-20221364244,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.44383957,43.64733906,1
180.149.136.194-10.42.0.211-80-50575-6,GO-20221364244,2022/01/17 05:00:00+00,2022/01/17 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.44383957,43.64733906,1
10.42.0.211-64.71.142.96-58355-443-6,GO-20221365598,2022/01/18 05:00:00+00,2022/01/18 05:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,Bay Street Corridor,-79.38307051,43.66137201,1
175.100.207.232-10.42.0.211-80-46720-6,GO-20221367469,2022/01/16 05:00:00+00,2022/01/18 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kennedy Park,-79.25259043,43.72738912,1
205.185.216.42-10.42.0.211-80-41784-6,GO-20221369764,2022/01/18 05:00:00+00,2022/01/18 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Black Creek,-79.51163274,43.76604243,0
220.243.219.55-10.42.0.211-80-50901-6,GO-20221369764,2022/01/18 05:00:00+00,2022/01/18 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Black Creek,-79.51163274,43.76604243,1
10.42.0.211-10.42.0.1-47820-53-17,GO-20221370354,2022/01/18 05:00:00+00,2022/01/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
10.42.0.211-10.42.0.1-9577-53-17,GO-20221370380,2022/01/18 05:00:00+00,2022/01/19 05:00:00+00,Ttc Subway Station,Transit,Yonge-Eglinton,-79.39781207,43.70435185,0
10.42.0.1-10.42.0.42-53-5589-17,GO-20221370468,2022/01/18 05:00:00+00,2022/01/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Lansing-Westgate,-79.41089678,43.76150872,0
175.100.207.231-10.42.0.42-80-58451-6,GO-20221370852,2022/01/18 05:00:00+00,2022/01/19 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Downsview-Roding-CFB,-79.48202984,43.72664298,1
10.42.0.211-10.42.0.1-37390-53-17,GO-20221371803,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.3734186,43.65730333,0
172.217.3.106-10.42.0.151-443-34323-6,GO-20221372278,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,High Park-Swansea,-79.45340348,43.65503076,1
172.217.11.14-10.42.0.151-443-59031-6,GO-20221373658,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,Convenience Stores,Commercial,Islington-City Centre West,-79.54466455,43.63212137,0
175.100.207.233-10.42.0.211-80-42376-6,GO-20221374477,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.38063454,43.65577409,1
192.229.163.180-10.42.0.211-443-51130-6,GO-20221374874,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.39801041,43.65294362,0
10.42.0.211-10.42.0.1-25347-53-17,GO-20221374929,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,West Humber-Clairville,-79.57079919,43.69159331,1
10.42.0.211-77.234.42.92-41668-443-6,GO-20221374539,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.38159831,43.66737287,1
172.217.9.226-10.42.0.151-443-45077-6,GO-20221376095,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.37573379,43.65316827,0
10.42.0.211-103.7.30.118-56421-80-6,GO-20221376165,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,Agincourt North,-79.26273294,43.80882411,1
172.217.10.141-10.42.0.151-443-39762-6,GO-20221377731,2022/01/16 05:00:00+00,2022/01/20 05:00:00+00,Schools During Un-Supervised Activity,Educational,Glenfield-Jane Heights,-79.5107957,43.74666709,0
182.254.5.234-10.42.0.151-80-45945-6,GO-20221377731,2022/01/16 05:00:00+00,2022/01/20 05:00:00+00,Schools During Un-Supervised Activity,Educational,Glenfield-Jane Heights,-79.5107957,43.74666709,0
10.42.0.211-10.42.0.1-57761-53-17,GO-20221379262,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Dorset Park,-79.28688517,43.75871055,1
10.42.0.211-64.71.142.120-35949-80-6,GO-20221379262,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Dorset Park,-79.28688517,43.75871055,1
139.162.45.175-10.42.0.42-80-44515-6,GO-20221378892,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Humewood-Cedarvale,-79.4255215,43.70099327,0
10.42.0.151-52.84.29.134-39900-443-6,GO-20221379860,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Cabbagetown-South St.James Town,-79.37717453,43.66359899,1
203.205.158.52-10.42.0.211-80-40318-6,GO-20221380485,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NSA,0,0,0
203.205.158.61-10.42.0.211-80-53327-6,GO-20221380431,2013/12/22 05:00:00+00,2022/01/20 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,1
203.205.158.63-10.42.0.151-80-51961-6,GO-20221381394,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Don Valley Village,-79.34368106,43.77583447,0
157.240.2.25-10.42.0.211-443-34219-6,GO-20221381394,2022/01/20 05:00:00+00,2022/01/20 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Don Valley Village,-79.34368106,43.77583447,1
172.217.3.99-10.42.0.42-443-56481-6,GO-20221381904,2022/01/21 05:00:00+00,2022/01/21 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,West Humber-Clairville,-79.59257596,43.71653266,0
172.217.10.104-10.42.0.151-443-49201-6,GO-20221382434,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,0
172.217.12.142-10.42.0.151-443-38241-6,GO-20221382434,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,0
10.42.0.151-125.39.83.108-36365-443-6,GO-20221382434,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,0
173.222.150.38-10.42.0.151-443-40518-6,GO-20221382434,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,0
174.35.73.93-10.42.0.211-443-36735-6,GO-20221382434,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,1
209.10.120.26-10.42.0.211-80-48313-6,GO-20221382434,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,1
10.42.0.151-10.42.0.1-18191-53-17,GO-20221383912,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,0
162.208.22.39-10.42.0.42-443-55491-6,GO-20221383912,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,0
10.42.0.151-65.52.108.74-41781-443-6,GO-20221383912,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,0
10.42.0.151-10.42.0.1-47232-53-17,GO-20221383912,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,1
10.42.0.151-106.11.176.1-39404-443-6,GO-20221383912,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,1
171.84.4.11-10.42.0.42-80-38999-6,GO-20221383912,2013/09/02 04:00:00+00,2022/01/21 05:00:00+00,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Waterfront Communities-The Island,-79.38143561,43.64291214,1
162.208.22.39-10.42.0.211-443-45169-6,GO-20221383718,2022/01/21 05:00:00+00,2022/01/21 05:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Mount Dennis,-79.49087817,43.6875723,1
10.42.0.42-31.13.71.3-36214-443-6,GO-20221385366,2022/01/21 05:00:00+00,2022/01/21 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Clairlea-Birchmount,-79.26809008,43.70699821,1
10.42.0.211-10.42.0.1-24876-53-17,GO-20221812464,2022/03/30 04:00:00+00,2022/04/02 04:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,Clairlea-Birchmount,-79.2941908,43.71765119,0
10.42.0.151-64.71.142.110-54052-80-6,GO-20221814078,2022/04/02 04:00:00+00,2022/04/02 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Cliffcrest,-79.22967668,43.72746324,1
239.255.255.250-10.42.0.42-1900-37874-17,GO-20221814957,2022/04/02 04:00:00+00,2022/04/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,South Riverdale,-79.34941789,43.66615064,0
182.22.24.124-10.42.0.42-443-45890-6,GO-20221814905,2022/03/19 04:00:00+00,2022/04/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Woodbine Corridor,-79.31368474,43.67107952,0
203.205.191.25-10.42.0.211-80-47717-6,GO-20221817602,2022/04/02 04:00:00+00,2022/04/02 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Flemingdon Park,-79.33414521,43.71492666,0
10.42.0.211-64.71.142.110-57932-443-6,GO-20221817975,2022/04/02 04:00:00+00,2022/04/02 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Agincourt North,-79.28625051,43.80375133,1
10.42.0.151-31.13.80.5-45947-443-6,GO-20221819282,2022/04/02 04:00:00+00,2022/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rustic,-79.50022303,43.71026796,0
10.42.0.151-10.42.0.1-38135-53-17,GO-20221820809,2022/04/03 04:00:00+00,2022/04/03 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Weston-Pellam Park,-79.45997962,43.67419535,1
10.42.0.151-10.42.0.1-31173-53-17,GO-20221820809,2022/04/03 04:00:00+00,2022/04/03 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Weston-Pellam Park,-79.45997962,43.67419535,0
10.42.0.211-77.234.42.92-40756-443-6,GO-20221820681,2022/04/01 04:00:00+00,2022/04/03 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Niagara,-79.40575416,43.6446926,1
203.205.158.63-10.42.0.211-80-58579-6,GO-20221821882,2022/04/01 04:00:00+00,2022/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Mount Dennis,-79.48976313,43.68476677,0
172.217.12.174-10.42.0.151-443-59642-6,GO-20221821882,2022/04/01 04:00:00+00,2022/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Mount Dennis,-79.48976313,43.68476677,1
172.217.9.238-10.42.0.211-443-57385-6,GO-20221820269,2022/04/02 04:00:00+00,2022/04/03 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Hillcrest Village,-79.36247512,43.81008779,1
172.217.11.10-10.42.0.211-443-50655-6,GO-20221821931,2022/04/03 04:00:00+00,2022/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Woodbine Corridor,-79.31540791,43.68155162,0
10.42.0.151-10.42.0.1-63454-53-17,GO-20221823158,2022/04/03 04:00:00+00,2022/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Brookhaven-Amesbury,-79.4718694,43.71030326,1
219.142.78.162-10.42.0.211-80-53006-6,GO-20221823209,2022/03/31 04:00:00+00,2022/04/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Downsview-Roding-CFB,-79.52300643,43.71770465,0
10.42.0.151-69.147.82.60-56406-443-6,GO-20221823323,2022/03/31 04:00:00+00,2022/04/03 04:00:00+00,Convenience Stores,Commercial,Palmerston-Little Italy,-79.41462705,43.6605259,0
10.42.0.211-77.234.42.92-39541-443-6,GO-20221819283,2022/04/03 04:00:00+00,2022/04/03 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Bendale,-79.26241897,43.75206441,1
10.42.0.211-10.42.0.1-38038-53-17,GO-20221819283,2022/04/03 04:00:00+00,2022/04/03 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Bendale,-79.26241897,43.75206441,1
205.185.216.42-10.42.0.211-80-41824-6,GO-20221824359,2022/04/04 04:00:00+00,2022/04/04 04:00:00+00,Convenience Stores,Commercial,Mount Pleasant West,-79.39277875,43.70786225,0
10.42.0.211-23.219.23.167-38406-80-6,GO-20221823330,2022/04/03 04:00:00+00,2022/04/04 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,1
172.217.11.14-10.42.0.42-443-51277-6,GO-20221823330,2022/04/03 04:00:00+00,2022/04/04 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
10.42.0.1-10.42.0.42-53-31123-17,GO-20221826501,2022/03/17 04:00:00+00,2022/04/04 04:00:00+00,Schools During Supervised Activity,Educational,Downsview-Roding-CFB,-79.47966604,43.72971637,1
180.149.153.234-10.42.0.211-80-52402-6,GO-20221829306,2022/04/04 04:00:00+00,2022/04/04 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38154682,43.65790792,0
182.22.25.124-10.42.0.151-443-37785-6,GO-20221829703,2022/04/04 04:00:00+00,2022/04/04 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Beechborough-Greenbrook,-79.47407551,43.69121412,1
10.42.0.211-36.51.254.232-56316-443-6,GO-20221830424,2022/04/05 04:00:00+00,2022/04/05 04:00:00+00,Bar / Restaurant,Commercial,West Humber-Clairville,-79.60387564,43.74364194,0
10.42.0.211-119.146.74.33-50804-443-6,GO-20221830567,2022/04/05 04:00:00+00,2022/04/05 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,North Riverdale,-79.35298994,43.6688017,0
10.42.0.211-10.42.0.1-4456-53-17,GO-20221830567,2022/04/05 04:00:00+00,2022/04/05 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,North Riverdale,-79.35298994,43.6688017,0
10.42.0.42-117.121.27.11-38989-80-6,GO-20221834912,2022/04/05 04:00:00+00,2022/04/05 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Weston,-79.50360266,43.70228047,0
10.42.0.211-104.244.42.129-36398-80-6,GO-20221835327,2022/04/05 04:00:00+00,2022/04/05 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,South Parkdale,-79.42524484,43.64083535,0
172.217.12.164-10.42.0.151-443-48882-6,GO-20221835327,2022/04/05 04:00:00+00,2022/04/05 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,South Parkdale,-79.42524484,43.64083535,1
219.142.78.162-10.42.0.211-80-59537-6,GO-20221836451,2022/04/06 04:00:00+00,2022/04/06 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kensington-Chinatown,-79.40039038,43.65405001,1
10.42.0.211-10.42.0.1-41677-53-17,GO-20221837921,2022/04/04 04:00:00+00,2022/04/06 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,West Hill,-79.18618517,43.76840677,0
10.42.0.151-31.13.80.5-34975-443-6,GO-20221839842,2022/04/04 04:00:00+00,2022/04/06 04:00:00+00,Schools During Supervised Activity,Educational,Glenfield-Jane Heights,-79.52288598,43.75138932,0
